,ET_F,GPP_NT,TA_F,RH,VPD_F,SW_IN_F,P_RAIN,USTAR_F,WS_F,Rg_pot_proxy
2022-08-08,1.4978162257984338,2.6286016638367395,10.474119576388889,69.72687291666666,430.7775,208.92632036142115,0.0,0.4356342041666667,3.011711983333333,215.37478556810763
2022-08-09,1.2181773574972634,3.4516005169081896,11.958168784722224,63.98333333333333,800.4981520833334,210.67448463605567,0.0,0.1344688479166666,0.9124941458333334,247.71498134204737
2022-08-10,0.979523569817664,2.418981415051455,9.885344173611111,72.62638125,461.83460625,189.503801168018,0.0,0.1773926458333333,1.0015929583333334,250.9397425787489
2022-08-11,0.7536200654545016,2.24376507409348,9.042266458333334,85.38867708333333,206.9496208333333,202.5815568287601,0.5,0.2095269583333333,1.4131596249999998,248.1549054488955
2022-08-12,0.8814729848816576,3.094106986383105,10.78839217361111,75.444025,341.08570625,187.61008016268417,0.0,0.3535034604166667,2.756035395833333,246.85796389954194
2022-08-13,1.1492394759621798,2.6204910781557613,10.76551825,75.06520416666667,363.22199375,201.18891195456192,0.0,0.6366061166666667,5.091056145833334,247.09714111316194
2022-08-14,0.6742192787290873,2.0639406673407388,11.165508763888887,82.1572625,269.8969208333333,148.86320793628698,0.0,0.31148873125,1.6585025291666666,147.16060634142877
2022-08-15,1.54045453051731,2.073537224057616,11.2259708125,77.06223958333334,317.6680166666667,191.83736042181656,1.0,0.4455175729166666,3.352429083333333,186.95954376306452
2022-08-16,1.343985421927664,2.8464194926720974,10.709416652777778,74.58416574633584,398.8003280668551,203.20789329210925,0.0,0.5822245376583423,4.250835656148068,203.1758304107059
2022-08-17,0.7337532487673691,4.188047644465397,11.379247479166668,80.926025,258.0203583333333,191.1848063468933,0.0,0.8002965208333334,6.131414895833333,250.73639550352237
2022-08-18,1.2966391538968385,2.059842182005708,11.741369347222223,67.344275,571.933525,212.1950980424881,0.0,0.2604671958333333,1.4760244166666665,252.5959601454103
2022-08-19,1.1482717770289608,1.839164785829683,11.68008342361111,71.01197916666666,559.6252520833333,220.47775100697416,0.0,0.17016383125,1.0167890208333332,220.47223480791249
2022-08-20,0.778574920428066,2.370368426802142,9.905144145833331,88.6600125,176.6079,192.73074996471408,0.0,0.2495688874999999,1.4955906458333337,250.6915585182145
2022-08-21,0.3586855098833646,2.9131197591631035,11.214822075980392,88.13799372432806,162.95150365428435,177.1241861581803,0.0,0.1719500681834795,0.7664448107153,264.42127775955737
2022-08-22,0.4491147863354986,2.97784275336189,10.870932326585033,83.5930822532462,225.30614834726,196.3885701100032,0.0,0.2037537434228098,1.187415607642827,268.89788632009174
2022-08-23,0.7788136424173592,2.8620062223250726,10.579167895833333,82.44454791666666,274.64117500000003,204.2427300612132,0.0,0.2262260416666666,1.2301519083333334,278.0229046335817
2022-08-24,0.891554813074316,2.755578367771188,10.396743041666667,81.82356666666666,300.70799166666666,200.15198628107711,0.0,0.2689928416666666,1.7105278125,282.72926100817097
2022-08-25,1.06711359340658,2.9697027971974808,11.470636958333332,78.59965416666667,418.3976875,214.58323065439868,0.0,0.3007062479166666,2.1296119583333333,292.6792234366698
2022-08-26,0.4049079867345169,2.617367072300196,9.907532048611111,90.3805,124.6722875,196.43971923987075,0.0,0.25285553125,1.8723535416666663,286.09863201186425
2022-08-27,0.6801082681728648,4.157790624133512,10.886045979166669,81.09117708333333,268.9602291666667,213.5802117188772,0.0,0.3173385708333333,2.3794881041666667,292.87700726707357
2022-08-28,0.971144469334665,2.7823324076546974,11.7490301875,83.19335833333334,335.5224166666667,227.113014711154,0.0,0.1974125562499999,1.17016474375,290.80460088355716
2022-08-29,0.8869975684009633,3.171518852801461,10.953698388888888,88.58766250000001,171.71010395833332,205.49457208315536,0.2,0.2644668270833333,1.4440708750000002,302.15248748995054
2022-08-30,0.646199798004488,2.3532632334045425,10.40512370138889,83.49091458333334,214.11508333333333,211.79168927669525,0.0,0.25935800625,1.4624266875,295.05707368823255
2022-08-31,0.5908401487864231,2.59252173698064,10.880982527777777,75.546875,320.89125,210.47606356938684,0.0,0.2972271041666667,2.162618541666667,297.51917586818183
2022-09-01,0.588249923477153,3.961698060006402,11.620391615740742,74.06624840189063,361.0652862674769,144.3954319159464,0.0,0.6114412525462963,5.145736645627147,297.5248029879952
2022-09-02,0.9039638025465596,3.673165837739527,11.017041631944444,79.274425,326.9235958333333,249.14006266577505,0.0,0.3530779333333333,1.947397541666667,298.6538372611842
2022-09-03,0.842323655337841,2.089776829443213,10.325137836805554,80.29932027494097,352.63774224001713,255.5728089599796,0.0,0.2216926314082924,1.16779189674579,287.52777937580254
2022-09-04,0.95167394251461,3.229772735723577,10.450038381944443,85.23679583333333,298.3801372916667,236.1984453834002,0.1,0.1926513229166666,1.2911099583333334,292.7625080352691
2022-09-05,0.9642455188424048,3.214614952317788,11.410753284722224,85.27499999999999,293.0174939583333,238.8530647210927,0.1,0.22060336875,1.164388875,317.1811968644345
2022-09-06,0.8278994604093435,4.0482237131878565,10.363338534722224,91.323725,132.4092858333333,225.06755370484493,0.1,0.2966346,1.6754551666666666,303.17930470022503
2022-09-07,0.6347617888966369,1.841864279025892,10.531953715277778,77.40321875,297.1299166666667,99.52155291576496,0.0,0.26935143125,1.5532818333333334,314.87470902758054
2022-09-08,1.6068386974546955,3.240854559325144,10.009442868055556,79.48014166666667,273.39319375,241.6714376763094,1.2,0.5298001166666667,4.304020472916666,313.6002487196663
2022-09-09,1.324824604812176,3.34176196509863,10.214038006944444,72.92748333333334,423.60535,269.7088354362522,0.0,0.2961965083333333,1.949481125,309.1876576021989
2022-09-10,0.4675435990395249,0.0744100479578628,8.599405104166665,84.2064625,206.11811458333327,60.24286555040708,0.0,0.1934063666666666,1.0416607291666666,300.6755101967715
2022-09-11,0.6799540548979781,3.173814497708169,11.434787611111112,70.96249999999999,423.998625,223.97919911955185,0.0,0.4189677979166666,3.1660827833333336,325.9429371136248
2022-09-12,0.6118999638593872,6.023108438848435,10.607210555555556,79.68038750000001,273.43180416666667,252.61059730324544,0.0,0.6041130583333333,4.757868485416666,328.4436023529719
2022-09-13,0.6522151885862586,4.8068083744355725,10.48199990972222,77.99882916666667,309.3959229166667,264.13180917569554,0.0,0.57282033125,4.55100130625,323.9195875461893
2022-09-14,1.7616238965626838,3.0373102375804715,12.667177493055556,65.73242083333334,636.0416166666666,285.67062209115664,0.0,0.4974322270833333,3.049050229166667,329.96646259443287
2022-09-15,0.5970683715424125,2.45507087774216,11.565423930555555,81.74288125,327.5296333333333,275.8261704532688,0.0,0.2403815270833333,1.4347138333333334,339.51466591481335
2022-09-16,0.5576050284928087,2.6077618438855827,11.328880125,83.11559583333333,234.87031041666668,93.0871275835102,0.0,0.2353139604166666,1.5702187708333335,352.80924531334273
2022-09-17,0.7130210651050034,1.3848263460130936,11.344733284722222,74.11713958333333,390.3619208333334,195.73783148161456,0.0,0.3350348958333333,1.9351017875,271.4128920753459
2022-09-18,0.5189946041111562,4.73775130084459,10.915666736111111,79.73356875,273.15735416666666,233.7972972086976,0.0,0.654945675,5.551615708333333,312.5018091977178
2022-09-19,0.5140546470340472,4.862101940710475,10.493926944444445,76.94580833333333,305.3751875,290.1460060098005,0.0,0.7203125791666666,5.9888330625,331.8469456704389
2022-09-20,0.6467736700406224,4.775308160586547,11.00360671509546,72.17018273837773,378.6085993314455,246.10201391822704,0.0,0.6000473542625164,4.734356135968808,290.00866280213484
2022-09-21,1.067197707461445,3.7953401477993487,10.761692041666668,56.58008333333333,592.1004583333333,298.05476850858696,0.0,0.6459222479166666,4.674207291666667,334.9495841573625
2022-09-22,1.2867351692358746,2.101571959632331,12.907387395833334,56.42894999999999,797.2425833333333,301.9228426843567,0.0,0.5360497410010514,5.013710916666667,346.5498510667285
2022-09-23,0.3665997442673105,3.8273110515170456,11.599689020833331,83.83013541666666,236.7045833333333,253.8463379402999,0.0,0.5688695729166667,4.0286093125,350.91373164227474
2022-09-24,0.4036994114267265,3.271513073109768,11.282386416666666,82.92059375000001,235.53207916666668,134.9435023073832,0.0,0.4088511458333333,2.729872208333333,350.93855315553174
2022-09-25,0.9013191690696652,4.106382261985251,11.180115166666669,77.24143958333333,332.7664125,273.81308289903905,0.0,0.5022120625000001,3.742936291666666,358.2448498617734
2022-09-26,0.5223347167807963,5.177326383228273,11.307573861111113,79.17447916666667,290.83939583333336,272.9573670256795,0.0,0.7860720625000001,6.361818562500001,354.7061323756895
2022-09-27,0.3512952809360084,4.499911287972904,11.390250090277776,84.230575,219.709375,208.0241936070055,0.0,0.6373287291666666,5.07077875,348.8285497448022
2022-09-28,0.2585125682907954,2.2977669418674718,10.80507413888889,85.33958958333334,193.59821041666663,87.08608197645127,0.0,0.2951942375,2.1120909375,293.0108087729993
2022-09-29,0.3551769156910096,2.2030580114266867,11.080954000681396,86.91889972579025,182.32281820106635,155.31326770867915,0.0,0.2662318593081778,1.873256851071253,359.135404514128
2022-09-30,0.4171266118277656,3.5561719985771165,12.027949215277776,85.64899791666666,221.9254145833333,254.16846272811253,0.0,0.3774174374999999,2.519340458333333,293.53444068807966
2022-10-01,0.3993442233334219,1.9504784997190252,12.237214930555554,86.27106041666667,212.11657083333333,144.3700254086555,0.0,0.2283422041666666,1.262746164583333,180.5154233842052
2022-10-02,0.4404517257571715,2.975948493613064,12.395741362713675,85.68994270876789,232.7314715323479,223.6676206849212,0.0,0.2271098487828947,1.2794072690052636,303.55077605324175
2022-10-03,0.7598248582044111,3.426127529404662,11.129305444444446,84.1247125,221.720975,218.2406410042474,0.3,0.3380576958333333,2.1274944166666665,355.17402048827506
2022-10-04,0.6776362506272893,2.6231417663666208,10.750399590277778,77.95164583333333,347.8219729166667,308.95741315420327,0.0,0.4183041437499999,2.8820437625,377.3800910416339
2022-10-05,1.2799740567863471,4.376571079015088,12.472900756944446,82.87977083333332,259.4273958333333,236.2254704134856,0.6,0.5263445833333333,4.197910604166666,374.83276255706676
2022-10-06,1.0804859926549852,3.663734538019027,12.912677875,74.58663958333334,447.6993145833333,317.2357881787937,0.0,0.4634376033921609,4.2415876416666665,316.58476916115615
2022-10-07,0.6809272914640816,3.7177890570952736,13.624987013888887,77.10911041666667,466.0787208333333,313.098392256728,0.0,0.4644796960856168,4.1990418125,374.64193696452105
2022-10-08,0.5256351137104259,5.264457737174813,12.61123976388889,80.67713958333333,292.4110541666667,323.3068842423252,0.0,0.9087103333333334,7.612564479166667,378.8307160349424
2022-10-09,0.770977493678764,3.599075464472424,13.053785179790166,70.61025257509844,507.39555184192847,316.4077637396038,0.0,0.4404876054239766,2.717911331466612,367.36214677125344
2022-10-10,0.2773637100770969,2.732024943710924,11.058236798611112,80.5479375,268.3919895833333,164.42105862598018,0.0,0.3503739770833333,2.3673445625,284.85306047665796
2022-10-11,0.7286334553495089,3.9891580729490936,11.4990195625,79.02424375,307.19681041666666,289.6178955146559,0.0,0.6592196645833334,5.212299541666667,397.4517585618237
2022-10-12,0.5764109545295028,4.829904387637229,12.057440013888888,82.40927083333334,261.8464208333333,334.6039885918636,0.0,0.6583772560707248,7.297562994297389,405.9037653822214
2022-10-13,0.592992600817011,4.523683444480432,12.029432069444445,79.05571458333334,315.6479875,302.68070181546767,0.0,0.5577799760034058,5.0782893541666665,394.5842862429781
2022-10-14,0.8502700539385574,2.7348879092922105,13.851827194444445,61.87661458333333,756.6620875,338.39052035991534,0.0,0.3994687263167388,4.3168944375,387.35932280193276
2022-10-15,0.2868259855957855,2.616883006479754,11.699456412698412,80.7613655507166,310.3330271356641,244.4072748330619,0.0,0.3115451798007246,1.582392270079059,311.8948169902709
2022-10-16,0.4055463406205133,3.040968496634786,12.620937694444445,81.48195,304.36997916666667,266.2428356610503,0.0,0.3387607708333333,1.8963437375,403.69075576779403
2022-10-17,0.4114542912461656,3.722081498625932,11.471441020833334,80.5263625,284.0133770833333,258.1277746927067,0.0,0.47564844375,3.6452906666666665,398.40897663028716
2022-10-18,0.6420331441438389,3.99810001874981,12.3525885625,71.5989,442.5265416666667,347.1558205167291,0.0,0.5435109791666667,4.288051041666667,393.3906553233176
2022-10-19,1.3554516576349982,2.61893738025892,12.817293291666664,77.08760833333334,370.14019375,256.8709344061817,1.6000000000000003,0.3685865166666666,2.326508145833333,358.36210070697297
2022-10-20,1.2140081105538971,2.336836785904561,13.276334645833332,72.225125,535.4532125,351.5295431139568,0.0,0.4670415231278153,3.723870375,350.08541757690796
2022-10-21,0.5981896880531654,2.965166428539087,12.59082786111111,77.90523958333334,369.66580833333336,331.0931802066921,0.0,0.46535464375,2.8331195833333336,330.9444923406689
2022-10-22,0.5959758883261705,3.793509838508363,12.045116034722222,78.49553333333334,384.44660416666665,345.10160922245274,0.0,0.2444772187499999,1.1409236041666666,377.3006454710205
2022-10-23,0.4576706048742019,3.3059609614885086,11.937920305555556,78.81887708333333,325.3632875,244.9690883651439,0.0,0.3128924291666666,2.033910527083333,300.7543708987984
2022-10-24,0.6364891210403206,2.572348113051816,12.06539090277778,73.69638125,469.4615166666667,363.9288818400743,0.0,0.3485892875,2.0438844166666668,396.22590562658735
2022-10-25,0.3372653854165309,2.717488415736992,12.124984645833331,77.25895625,356.5228833333333,234.4981585709527,0.0,0.3361160875,1.9968644375,370.0141535375505
2022-10-26,0.7757656378617939,3.541371221170362,12.880215944444444,76.74681666666667,395.9676354166666,366.8911599018156,0.0,0.5521060708333333,4.657572,365.69261650512595
2022-10-27,0.3558860307413196,3.857737087929709,12.920641576388888,82.04740416666667,323.92606041666664,347.6403192945293,0.0,0.4364014999999999,3.111186125,347.5091438116819
2022-10-28,0.4060250098876614,3.725781195370645,12.834767972222222,80.58883333333334,316.3586583333333,320.10999325563813,0.0,0.6342302694444445,5.031713604166667,375.80798581721325
2022-10-29,0.6106799153079387,4.196161162353041,12.684725236111111,84.4180125,268.8368520833333,339.6439695575444,0.0,0.4987656435757805,4.711342114583333,393.14226381603464
2022-10-30,0.42867554607576,4.312390333974869,12.396518263888888,77.60060625,326.3664791666667,285.79790305085567,0.0,0.7314941140547839,6.235661458333333,336.9460354542478
2022-10-31,0.7534357568044788,2.250772139220722,14.212286527777778,49.98176458333333,962.3272083333331,370.3369512517433,0.0,0.3205588020833333,2.2241224375,387.5103029644475
2022-11-01,0.3798755143589261,2.865879524379876,13.479343694444443,61.96303541666666,705.9315208333334,368.3620294727566,0.0,0.3545666770833333,1.9813580833333333,367.4347593969068
2022-11-02,0.5711280103926407,2.246250802040304,12.69908470138889,75.21297708333333,490.81098541666665,370.89488183459207,0.0,0.3473290916666667,1.9311727291666667,424.69939085153214
2022-11-03,0.3463679990744291,3.2867320243176947,12.65060801388889,74.65221458333333,432.1388083333333,331.84403985593696,0.0,0.3614921874999999,2.019260575,434.11430094863
2022-11-04,0.2686018552361011,2.745407927052909,11.079977673611111,77.51196666666667,348.26292291666664,313.2759028752762,0.0,0.3548900333333333,2.1861038958333334,349.90216842887804
2022-11-05,0.2842779750373955,2.8494417837559665,13.384562291666668,73.51587083333334,423.17829166666667,300.7913113971229,0.0,0.424291,3.2365413541666666,424.2668334517077
2022-11-06,0.2892078211734654,3.4194015641725186,13.770265138888888,77.47298333333333,377.0443333333333,346.67598259525977,0.0,0.5337118958333333,4.416080083333333,364.17635849478955
2022-11-07,0.2716071613917143,3.3010595057309247,14.551456388888887,78.777175,392.6700520833333,341.68690400979966,0.0,0.4146112916666666,2.8120133333333333,438.4002582420767
2022-11-08,0.5607819679196481,1.847450827781478,12.841259444444445,88.44088749999999,176.43884583333332,109.49675783700694,0.1,0.3008224125,1.7563162708333333,439.2544455924494
2022-11-09,0.4526121917722216,3.127543852739171,13.493214368055556,73.85375416666666,435.00415,264.2934530913695,0.0,0.4260512875,2.688833666666667,354.10405581927256
2022-11-10,0.3405294290977669,1.99958853211664,13.141626128492993,75.59112872798873,421.56937698921024,308.0414686348764,0.0,0.3734427502604167,2.0772671990917635,325.7552937322726
2022-11-11,0.3535499714445149,2.003794814927608,14.5678524375,71.61295833333334,496.2457708333333,208.1866700343935,0.0,0.3202060354166666,1.7453471125,384.30438629154156
2022-11-12,0.3395204943139812,2.065745221526505,13.408335625,72.85996666666666,462.004625,263.6339342535294,0.0,0.37140756875,2.1491708020833333,419.1986879384058
2022-11-13,0.7029649364798736,2.828980464231732,14.552226055555556,67.7411375,588.41325,378.2643243001334,0.0,0.5880256354166666,4.924961729166667,442.5121619947215
2022-11-14,1.1086427981895617,2.656463742393656,16.390494951388888,62.54326666666666,846.8823958333332,380.797873801849,0.0,0.3890268876079824,4.066002604166667,429.2596356607931
2022-11-15,0.1336112745971125,2.960813449319417,15.304670520833334,75.52700833333334,499.64931875,360.65111135545385,0.0,0.33925593125,1.8350046708333327,431.3141368400854
2022-11-16,0.1799086838638983,2.603827055990716,15.274179541666667,79.16420416666666,409.44514375,375.8142451557378,0.0,0.40022383125,2.57894814375,451.2449554543793
2022-11-17,0.3220976319309034,2.594791767864593,15.033942430555555,82.96652291666668,333.59108541666666,312.97728137271287,0.0,0.609704975,4.343084166666666,351.0103857871819
2022-11-18,0.4711239873902597,4.793775122838054,14.520350704907289,85.25788505289587,259.83724840006016,362.14403668822047,0.0,0.6904686141995224,6.845900721460127,460.214154858025
2022-11-19,0.3933487362452212,4.425269679640887,13.844275833333333,85.40801666666665,239.2234645833333,255.0989597461933,0.0,0.739490154669921,7.606025625,443.6560666073
2022-11-20,0.5932294175943127,3.897972083629118,14.612942569444444,74.47735,459.8035,383.4976027381135,0.0,0.6496742133401225,6.374461958333334,440.73947375533277
2022-11-21,0.788214348733232,2.882920938252586,14.453967583333332,70.73129375,574.1002541666667,389.53124074564056,0.0,0.365739225,2.2640859375,388.1230906797315
2022-11-22,0.2249848995475636,2.6841091446956757,14.664337569444443,79.06756041666667,385.8075625,313.38570540368227,0.0,0.3663831145833333,1.8770438270833327,441.1190946615399
2022-11-23,0.2282582863447552,3.020379054702625,14.745669375,79.20041458333334,381.5337708333333,329.2638080605428,0.0,0.3407549083333334,1.8560929166666664,449.84246207356966
2022-11-24,0.2768592966521894,2.589433082118722,16.178951652777776,73.1627125,603.8226645833333,353.1313394434876,0.0,0.2950764416666666,1.7525462708333333,389.12993407305675
2022-11-25,0.3384064661203216,2.497647744369896,15.275818229166669,73.49789583333333,577.4551749999999,359.27760460455914,0.0,0.3067489916666666,1.9925547291666668,359.1546222318132
2022-11-26,0.2627058999452167,3.4769610688091683,14.13168920138889,79.50330208333334,382.1720895833334,390.6255904650732,0.0,0.3937938125,2.4743026604166665,470.3899373247335
2022-11-27,0.1375141372720267,2.289006191195309,15.09457888888889,80.44361666666667,354.59110416666664,290.3171343420413,0.0,0.34304569375,2.1107413875,472.376724614151
2022-11-28,0.3231364388261822,1.2633264111030178,14.636073055555556,82.65253958333334,301.29883333333333,166.48074758200755,0.0,0.3195877625,2.1724068125,473.8994221803234
2022-11-29,0.3769625094646967,1.3920686064841912,15.88535147205093,79.45156573553156,386.607416406358,171.61103230509278,0.0,0.314293138267607,1.971254054311183,474.71718058489563
2022-11-30,0.4777310194376205,3.142471868168077,15.609719166666666,81.18405208333333,340.5768333333333,202.6998772512729,0.0,0.4678283916666666,3.7076758229166655,460.9713888880601
2022-12-01,0.359982477922958,3.72071101794699,14.735633125,82.88071875,310.08537916666666,323.2396823621067,0.0,0.5102082291666666,3.9376959166666654,470.7518908869697
2022-12-02,0.2999181854403504,2.525787045807495,15.31666423611111,75.21424375,488.70108958333327,356.84041291896915,0.0,0.3377668541666667,1.9946616875,487.15448797233773
2022-12-03,0.6307819147450021,3.109117337834259,14.847840291666666,74.92540625,504.7682375,375.3035135718426,0.0,0.3651730979166667,2.2017349875,479.33118639378864
2022-12-04,0.3386191109605342,2.4088677038626853,17.8095675,69.12860416666666,841.3084604166667,378.5398219701932,0.0,0.3045674020833333,1.6934783395833335,470.3178335934687
2022-12-05,0.2432876153830284,3.159368509289357,15.6030748125,77.39516666666667,447.6643958333333,373.8644017701714,0.0,0.4165770208333333,2.5111469166666667,469.5223798363103
2022-12-06,0.668568362661876,2.324601599338316,16.575383388888888,72.48461458333334,619.3437041666667,382.6685144272472,0.0,0.4351929583333333,2.817989416666667,479.66690715562964
2022-12-07,0.8074860321561378,3.7080802613100343,15.429714375,81.65549791666668,366.94579791666666,354.0620178489084,0.0,0.4848131903444777,5.554545708333333,484.46625535763525
2022-12-08,0.341696387978452,3.97010977387465,16.140583055555556,84.60098958333333,300.73220833333335,334.3257220176501,0.0,0.6903463366753089,5.177055291666666,447.13790506311744
2022-12-09,1.2334428045551322,2.935672373276146,17.686822134502922,85.42994211840941,327.3252177655793,297.58522256476624,0.0,0.634054631112878,4.723172780521172,467.49346188765645
2022-12-10,0.3659738699166053,3.2362927647284363,17.802895069444443,74.41231875,559.565875,378.2602297961882,0.0,0.640568959280303,4.377104541666667,462.26794533599247
2022-12-11,0.3736876016623933,2.387731471500911,17.98404326388889,69.78632708333333,720.0327145833334,357.6792171580432,0.0,0.3294212875,2.1506600458333334,386.64379085402953
2022-12-12,0.5026459752720482,2.3419356775573523,18.146775031565657,65.15401139957031,855.0059577022148,379.4806959077198,0.0,0.4295515028935185,3.1562176221288376,428.7688341198404
2022-12-13,0.3914761042206022,2.7887411303442007,19.054170166666665,60.03321666666667,1135.5656041666666,382.45456071263294,0.0,0.3320717104166666,2.0346449583333333,462.16743297612777
2022-12-14,0.7005979475964731,3.052852401172197,17.235455625,67.95725416666666,704.3224166666668,385.5599894381789,0.0,0.467847359282374,4.196159183333333,450.613973703361
2022-12-15,0.5016337857301925,2.702347091658121,18.064060277777777,67.43503958333334,729.5299375,386.2146856848715,0.0,0.5403404729166666,3.6445221875,450.0975893431876
2022-12-16,0.1865677286693699,1.9328485867464824,15.76408048611111,79.20490625000001,413.0716375,254.8533890886487,0.0,0.4039445166666666,2.5573324979166667,355.8750352506621
