lon,lat,accum,n_obs
-71.61317702455419,-30.639612780579093,-110.1882595576496,34.0
-71.61318429919046,-30.63988320985525,-122.88809075989454,34.0
-71.61319157392518,-30.640153639118587,-176.56484668803523,34.0
-71.61319884875834,-30.640424068369107,-91.86642527471956,34.0
-71.61293701677951,-30.642323363269224,-147.31766622381247,34.0
-71.61294429153189,-30.642593792484536,-197.27565792920888,34.0
-71.61295156638272,-30.64286422168702,-112.78348660462063,34.0
-71.612958841332,-30.64313465087668,-200.65950051437775,34.0
-71.61296611637972,-30.64340508005352,-153.0311114457822,34.0
-71.61297339152588,-30.643675509217548,-161.13838755633324,34.0
-71.61300976873339,-30.645027654845308,-143.7573796337722,34.0
-71.61301704447023,-30.6452980839324,-216.34539143371933,34.0
-71.61305342463129,-30.64665022917549,-112.21742723684333,34.0
-71.61306070095887,-30.64692065818564,-182.49756265350226,34.0
-71.6130679773849,-30.64719108718296,-199.27843606133814,34.0
-71.6130752539094,-30.64746151616748,-169.96004954114633,34.0
-71.61310436099203,-30.64854323197727,-141.08616421166832,34.0
-71.61311163800883,-30.648813660897652,-183.75724822463644,34.0
-71.61311891512412,-30.649084089805225,-166.51019807181788,34.0
-71.61312619233787,-30.64935451869997,-191.36722278586157,34.0
-71.6131334696501,-30.64962494758189,-159.48623277603798,34.0
-71.61314074706078,-30.64989537645098,-143.64760494674164,34.0
-71.61314802456994,-30.650165805307253,-216.50919646697406,34.0
-71.61315530217757,-30.6504362341507,-177.00169783829182,34.0
-71.61316257988369,-30.65070666298133,-138.3733423099518,34.0
-71.61316985768828,-30.65097709179913,-189.32265745878263,34.0
-71.61317713559133,-30.65124752060411,-169.12694557322396,34.0
-71.61318441359286,-30.65151794939626,-94.81781034962107,34.0
-71.61319169169286,-30.65178837817558,-189.01217162711546,34.0
-71.61319896989137,-30.652058806942087,-122.7319641446195,34.0
-71.61293712402306,-30.6539581005992,-129.74427564803557,34.0
-71.6129444021406,-30.654228529330474,-145.7315523874004,34.0
